Date,Unit Name,Longitude,Latitude,Fuel Type,Time,MW,MVAR
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,12:30,321,75
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,13:00,322,73
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,13:30,321,67
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,14:00,321,67
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,14:30,323,43
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,15:00,322,46
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,15:30,323,28
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,16:00,326,40
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,16:30,326,35
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,17:00,325,34
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,17:30,320,33
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,18:00,324,35
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,18:30,326,34
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,19:00,323,36
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,19:30,317,41
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,20:00,320,59
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,20:30,323,57
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,21:00,325,60
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,21:30,325,66
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,22:00,326,52
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,22:30,321,121
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,23:00,323,104
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,23:30,324,110
7/4/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,0:00,325,102
7/4/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,0:30,324,102
